circuit Id,circuit Name,comments,fia,Source Is.D,Source Is.D Type,substation
103381101,French Gulch 1101,,241,,Breaker,French Gulch
103381102,French Gulch 1102,,241,,Breaker,French Gulch
103401101,GIRVAN 1101,,241,1330,DPD,GIRVAN
103451101,Keswick 1101,,241,1588,DPD,Keswick
103321101,Cedar Creek 1101,,244,,Breaker,Cedar Creek
103732101,Pit No 3 2101,,244,,Breaker,Pit No
101321101,Pit No 5 1101,,244,,Breaker,Pit No
103501101,Pit No 7 1101,,244,,Breaker,Pit No
102541101,Volta 1101,,244,,Breaker,Volta
102541102,Volta 1102,,244,,Breaker,Volta
103601101,Whitmore 1101,,244,,Breaker,Whitmore
103331102,Corning 1102,,245,53184,DPD,Corning
102781101,Elk Creek 1101,,245,,Breaker,Elk Creek
103401101,GIRVAN 1101,,245,323094,DPD,GIRVAN
102601101,GLENN 1101,,245,2012,DPD,GLENN
103611101,Wildwood 1101,,245,98896,DPD,Wildwood
103261101,ANDERSON 1101,,246,1752,DPD,ANDERSON
103261101,ANDERSON 1101,,246,514412,DPD,ANDERSON
103261101,ANDERSON 1101,,246,561686,DPD,ANDERSON
103261101,ANDERSON 1101,,246,909424,DPD,ANDERSON
103261101,ANDERSON 1101,,246,426745,DPD,ANDERSON
103261101,ANDERSON 1101,,246,583708,DPD,ANDERSON
103261103,ANDERSON 1103,,246,226050,DPD,ANDERSON
103331101,CORNING 1101,,246,87304,DPD,CORNING
103331102,CORNING 1102,,246,915324,DPD,CORNING
102931101,COTTONWOOD 1101,,246,384360,DPD,COTTONWOOD
102931102,COTTONWOOD 1102,,246,544790,DPD,COTTONWOOD
102931103,COTTONWOOD 1103,,246,59128,DPD,COTTONWOOD
103351101,DESCHUTES 1101,,246,,Breaker,DESCHUTES
103351104,DESCHUTES 1104,,246,,Breaker,DESCHUTES
102781101,Elk Creek 1101,,246,2004,DPD,Elk Creek
103401101,GIRVAN 1101,,246,,Breaker,GIRVAN
103401102,GIRVAN 1102,,246,296428,DPD,GIRVAN
103401102,GIRVAN 1102,,246,80726,DPD,GIRVAN
103401102,GIRVAN 1102,,246,212096,DPD,GIRVAN
103441101,JESSUP 1101,,246,94468,DPD,JESSUP
103441101,JESSUP 1101,,246,68362,DPD,JESSUP
103441102,JESSUP 1102,,246,936897,DPD,JESSUP
103441102,JESSUP 1102,,246,158468,DPD,JESSUP
103441103,JESSUP 1103,,246,728460,DPD,JESSUP
103441103,JESSUP 1103,,246,348657,DPD,JESSUP
103451101,KESWICK 1101,,246,,Breaker,KESWICK
103142102,LOGAN CREEK 2102,,246,795010,DPD,LOGAN CREEK
103481101,LOS MOLINOS 1101,,246,297862,DPD,LOS MOLINOS
103521102,OREGON TRAIL 1102,,246,,Breaker,OREGON TRAIL
103521103,OREGON TRAIL 1103,,246,,Breaker,OREGON TRAIL
103521104,OREGON TRAIL 1104,,246,,Breaker,OREGON TRAIL
103461101,PANORAMA 1101,,246,713592,DPD,PANORAMA
103461101,PANORAMA 1101,,246,885215,DPD,PANORAMA
103461102,PANORAMA 1102,,246,280170,DPD,PANORAMA
103461102,PANORAMA 1102,,246,508502,DPD,PANORAMA
103531103,RAWSON 1103,,246,428534,DPD,RAWSON
103541101,RED BLUFF 1101,,246,1556,DPD,RED BLUFF
103541101,RED BLUFF 1101,,246,76020,DPD,RED BLUFF
103541101,RED BLUFF 1101,,246,770129,Switch,RED BLUFF
103541103,RED BLUFF 1103,,246,1702,DPD,RED BLUFF
103541104,RED BLUFF 1104,,246,1302,DPD,RED BLUFF
103541104,RED BLUFF 1104,,246,135854,DPD,RED BLUFF
103541105,RED BLUFF 1105,,246,146070,DPD,RED BLUFF
103561101,STILLWATER 1101,,246,,Breaker,STILLWATER
103561102,STILLWATER 1102,,246,,Breaker,STILLWATER
103571105,TYLER 1105,,246,85132,DPD,TYLER
103571105,TYLER 1105,,246,816852,DPD,TYLER
102841106,Anita 1106,,247,552724,DPD,Anita
103351101,Deschutes 1101,,247,1580,DPD,Deschutes
103351101,Deschutes 1101,,247,1652,DPD,Deschutes
103521103,Oregon Trail 1103,,247,1448,DPD,Oregon Trail
102541101,Volta 1101,,247,1568,DPD,Volta
102541101,Volta 1101,,247,65764,DPD,Volta
102541102,Volta 1102,,247,1646,DPD,Volta
103601101,Whitmore 1101,,247,45262,DPD,Whitmore
103751101,BIG BEND 1101,,248,180398,DPD,BIG BEND
103751101,BIG BEND 1101,,248,641808,DPD,BIG BEND
102211101,BUCKS CREEK 1101,,248,,Breaker,BUCKS CREEK
102251101,CRESTA 1101,,248,103126,DPD,CRESTA
103031102,ORO FINO 1102,,248,2040,DPD,ORO FINO
103031102,ORO FINO 1102,,248,2096,DPD,ORO FINO
102541101,VOLTA 1101,,248,85234,DPD,VOLTA
103311101,Burney 1101,,249,,Breaker,Burney
103311102,Burney 1102,,249,272636,DPD,Burney
103491101,Mc Arthur 1101,,249,1490,DPD,Mc Arthur
103491102,Mc Arthur 1102,,249,542920,DPD,Mc Arthur
103721101,Pit No 1 1101,,249,950395,Switch,Pit No
103721101,Pit No 1 1101,,249,80795,Switch,Pit No
103721101,Pit No 1 1101,,249,,Breaker,Pit No
103732101,Pit No 3 2101,,249,,Breaker,Pit No
103551101,Rising River 1101,,249,,Breaker,Rising River
103551101,Rising River 1101,,250,1530,DPD,Rising River
103491101,Mc Arthur 1101,,255,648698,DPD,Mc Arthur
103491101,Mc Arthur 1101,,255,501106,DPD,Mc Arthur
103301101,Bogard 1101,,262,,Breaker,Bogard
103191101,BANGOR 1101,,280,,Breaker,BANGOR
103751101,BIG BEND 1101,,280,,Breaker,BIG BEND
103751102,BIG BEND 1102,,280,,Breaker,BIG BEND
103081105,BUTTE 1105,,280,751990,DPD,BUTTE
103091102,CLARK ROAD 1102,,280,,Breaker,CLARK ROAD
103221101,KANAKA 1101,,280,1417,Switch,KANAKA
102041104,NOTRE DAME 1104,,280,937710,DPD,NOTRE DAME
102041104,NOTRE DAME 1104,,280,2408,DPD,NOTRE DAME
103031101,ORO FINO 1101,,280,,Breaker,ORO FINO
103031102,ORO FINO 1102,,280,,Breaker,ORO FINO
102831103,PARADISE 1103,,280,2534,DPD,PARADISE
102831103,PARADISE 1103,,280,315439,Switch,PARADISE
102831103,PARADISE 1103,,280,772517,DPD,PARADISE
102831103,PARADISE 1103,,280,2183,Switch,PARADISE
102831103,PARADISE 1103,,280,5005,Fuse,PARADISE
102831103,PARADISE 1103,,280,468200,DPD,PARADISE
102831103,PARADISE 1103,,280,143744,DPD,PARADISE
102831104,PARADISE 1104,,280,355681,Switch,PARADISE
102831104,PARADISE 1104,,280,,Breaker,PARADISE
102831105,PARADISE 1105,,280,,Breaker,PARADISE
102831106,PARADISE 1106,,280,,Breaker,PARADISE
102971111,SYCAMORE CREEK 1111,,280,976428,DPD,SYCAMORE CREEK
102971111,SYCAMORE CREEK 1111,,280,153260,DPD,SYCAMORE CREEK
102971111,SYCAMORE CREEK 1111,,280,592100,DPD,SYCAMORE CREEK
102911102,WYANDOTTE 1102,,280,13044,DPD,WYANDOTTE
102911103,WYANDOTTE 1103,,280,1504,DPD,WYANDOTTE
102911105,WYANDOTTE 1105,,280,1615,Switch,WYANDOTTE
102911105,WYANDOTTE 1105,,280,329930,DPD,WYANDOTTE
102911105,WYANDOTTE 1105,,280,,Breaker,WYANDOTTE
102911106,WYANDOTTE 1106,,280,41650,DPD,WYANDOTTE
102911107,WYANDOTTE 1107,,280,37472,DPD,WYANDOTTE
102911107,WYANDOTTE 1107,,280,77578,DPD,WYANDOTTE
102911109,WYANDOTTE 1109,,280,702710,DPD,WYANDOTTE
102911109,WYANDOTTE 1109,,280,42650,DPD,WYANDOTTE
102911110,WYANDOTTE 1110,,280,980944,DPD,WYANDOTTE
102911110,WYANDOTTE 1110,,280,144140,DPD,WYANDOTTE
103751102,BIG BEND 1102,,282,,Breaker,BIG BEND
103201101,CHALLENGE 1101,,282,,Breaker,CHALLENGE
103201102,CHALLENGE 1102,,282,,Breaker,CHALLENGE
103221101,KANAKA 1101,,282,,Breaker,KANAKA
102911103,WYANDOTTE 1103,,282,1974,DPD,WYANDOTTE
102812101,Big Meadows 2101,,285,,Breaker,Big Meadows
102211102,BUCKS CREEK 1102,,285,,Breaker,BUCKS CREEK
102211103,BUCKS CREEK 1103,,285,,Breaker,BUCKS CREEK
103201101,CHALLENGE 1101,,285,98174,DPD,CHALLENGE
103132101,Crescent Mills 2101,,285,,Breaker,Crescent Mills
102551101,East Quincy 1101,,285,951424,DPD,East Quincy
102551101,East Quincy 1101,,285,186938,DPD,East Quincy
102551101,East Quincy 1101,,285,678650,DPD,East Quincy
102551101,East Quincy 1101,,285,782320,DPD,East Quincy
102551101,East Quincy 1101,,285,424048,DPD,East Quincy
103021101,Gansner 1101,,285,480328,DPD,Gansner
103021101,Gansner 1101,,285,489276,DPD,Gansner
103021101,Gansner 1101,,285,336664,DPD,Gansner
103021101,Gansner 1101,,285,372132,DPD,Gansner
103021101,Gansner 1101,,285,590690,DPD,Gansner
103021101,Gansner 1101,,285,174072,DPD,Gansner
102530401,Grays Flat 0401,,285,,Breaker,Grays Flat
103104401,SPANISH CREEK 4401,,285,,Breaker,SPANISH CREEK
102812101,Big Meadows 2101,,290,2474,DPD,Big Meadows
102812101,Big Meadows 2101,,290,2476,DPD,Big Meadows
103181101,Chester 1101,,290,922138,DPD,Chester
103181101,Chester 1101,,290,656108,DPD,Chester
103181102,Chester 1102,,290,546744,DPD,Chester
102361101,Hamilton Branch 1101,,290,,Breaker,Hamilton Branch
103191101,BANGOR 1101,,300,1958,DPD,BANGOR
103191101,BANGOR 1101,,300,879812,DPD,BANGOR
103191101,BANGOR 1101,,300,301886,DPD,BANGOR
103191101,BANGOR 1101,,300,979830,DPD,BANGOR
152161101,AUBURN 1101,,300,173014,DPD,AUBURN
152161102,AUBURN 1102,,300,251946,DPD,AUBURN
152701107,BELL 1107,,300,2400,DPD,BELL
152701107,BELL 1107,,300,912460,DPD,BELL
152701107,BELL 1107,,300,643778,DPD,BELL
152701107,BELL 1107,,300,50172,DPD,BELL
152701108,BELL 1108,,300,467470,DPD,BELL
152701108,BELL 1108,,300,339792,DPD,BELL
152701109,BELL 1109,,300,724884,DPD,BELL
152701110,BELL 1110,,300,946229,DPD,BELL
152921101,BROWNS VALLEY 1101,,300,,Breaker,BROWNS VALLEY
152582109,DELMAR 2109,,300,805882,DPD,DELMAR
152582109,DELMAR 2109,,300,306972,DPD,DELMAR
152582109,DELMAR 2109,,300,378446,DPD,DELMAR
152531101,FLINT 1101,,300,958726,DPD,FLINT
152531102,FLINT 1102,,300,,Breaker,FLINT
152031103,GRASS VALLEY 1103,,300,2180,DPD,GRASS VALLEY
152241101,HALSEY 1101,,300,1704,DPD,HALSEY
152241101,HALSEY 1101,,300,2414,DPD,HALSEY
152241102,HALSEY 1102,,300,2514,DPD,HALSEY
152691103,HIGGINS 1103,,300,,Breaker,HIGGINS
152691107,HIGGINS 1107,,300,,Breaker,HIGGINS
152691108,HIGGINS 1108,,300,,Breaker,HIGGINS
152691109,HIGGINS 1109,,300,,Breaker,HIGGINS
152691110,HIGGINS 1110,,300,869408,DPD,HIGGINS
152571101,HORSESHOE 1101,,300,603250,DPD,HORSESHOE
152571101,HORSESHOE 1101,,300,416226,DPD,HORSESHOE
152571101,HORSESHOE 1101,,300,663244,DPD,HORSESHOE
152571104,HORSESHOE 1104,,300,50142,DPD,HORSESHOE
153701101,LINCOLN 1101,,300,38563,Fuse,LINCOLN
153701104,LINCOLN 1104,,300,2070,DPD,LINCOLN
153701104,LINCOLN 1104,,300,685276,DPD,LINCOLN
153701104,LINCOLN 1104,,300,275986,DPD,LINCOLN
153701104,LINCOLN 1104,,300,187205,Switch,LINCOLN
153132101,NARROWS 2101,,300,,Breaker,NARROWS
153132102,NARROWS 2102,,300,,Breaker,NARROWS
153132105,NARROWS 2105,,300,,Breaker,NARROWS
153131151,NARROWS 1151,,300,,Breaker,NARROWS
152561103,PENRYN 1103,,300,,Breaker,PENRYN
152561105,PENRYN 1105,,300,817491,DPD,PENRYN
152561105,PENRYN 1105,,300,154362,DPD,PENRYN
152561105,PENRYN 1105,,300,119949,DPD,PENRYN
152561105,PENRYN 1105,,300,168616,DPD,PENRYN
152561105,PENRYN 1105,,300,51676,DPD,PENRYN
152561106,PENRYN 1106,,300,212772,DPD,PENRYN
152561107,PENRYN 1107,,300,,Breaker,PENRYN
152461101,PLACER 1101,,300,106534,DPD,PLACER
152461101,PLACER 1101,,300,725473,Switch,PLACER
152461101,PLACER 1101,,300,510009,Switch,PLACER
152461101,PLACER 1101,,300,208930,DPD,PLACER
152461102,PLACER 1102,,300,,Breaker,PLACER
152461103,PLACER 1103,,300,,Breaker,PLACER
152461103,PLACER 1103,,300,429574,DPD,PLACER
152461103,PLACER 1103,,300,284874,DPD,PLACER
152461103,PLACER 1103,,300,238990,DPD,PLACER
153791101,SMARTVILLE 1101,,300,,Breaker,SMARTVILLE
152811105,WHEATLAND 1105,,300,248490,DPD,WHEATLAND
152271101,WISE 1101,,300,,Breaker,WISE
152271102,WISE 1102,,300,,Breaker,WISE
153612103,CLARKSVILLE 2103,,305,593454,DPD,CLARKSVILLE
153612104,CLARKSVILLE 2104,,305,,Breaker,CLARKSVILLE
153612105,CLARKSVILLE 2105,,305,75884,DPD,CLARKSVILLE
153612109,CLARKSVILLE 2109,,305,781566,DPD,CLARKSVILLE
153612109,CLARKSVILLE 2109,,305,649874,DPD,CLARKSVILLE
153612109,CLARKSVILLE 2109,,305,102734,DPD,CLARKSVILLE
153612109,CLARKSVILLE 2109,,305,285303,Switch,CLARKSVILLE
153612109,CLARKSVILLE 2109,,305,51744,DPD,CLARKSVILLE
152261105,DIAMOND SPRINGS 1105,,305,,Breaker,DIAMOND SPRINGS
152261107,DIAMOND SPRINGS 1107,,305,1402,DPD,DIAMOND SPRINGS
152531101,FLINT 1101,,305,750,DPD,FLINT
152282101,MOUNTAIN QUARRIES 2101,,305,1102,DPD,MOUNTAIN QUARRIES
153651103,SHINGLE SPRINGS 1103,,305,,Breaker,SHINGLE SPRINGS
153651104,SHINGLE SPRINGS 1104,,305,,Breaker,SHINGLE SPRINGS
153652105,SHINGLE SPRINGS 2105,,305,,Breaker,SHINGLE SPRINGS
153652108,SHINGLE SPRINGS 2108,,305,,Breaker,SHINGLE SPRINGS
153652109,SHINGLE SPRINGS 2109,,305,,Breaker,SHINGLE SPRINGS
153652110,SHINGLE SPRINGS 2110,,305,,Breaker,SHINGLE SPRINGS
163341101,CLAY 1101,,305,,Breaker,CLAY
163341102,CLAY 1102,,305,,Breaker,CLAY
163341103,CLAY 1103,,305,,Breaker,CLAY
163881101,IONE 1101,,305,,Breaker,IONE
163011103,MARTELL 1103,,305,3152,DPD,MARTELL
163541101,OLETA 1101,,305,1208,DPD,OLETA
163541101,OLETA 1101,,305,239062,DPD,OLETA
162211101,CALAVERAS CEMENT 1101,,320,,Breaker,CALAVERAS CEMENT
163341103,CLAY 1103,,320,7124,DPD,CLAY
162991101,Corral 1101,,320,965803,Switch,Corral
162991102,Corral 1102,,320,,Breaker,Corral
162991103,Corral 1103,,320,831781,DPD,Corral
162991103,Corral 1103,,320,569005,DPD,Corral
162991103,Corral 1103,,320,13474,DPD,Corral
162991103,Corral 1103,,320,681991,DPD,Corral
162991103,Corral 1103,,320,936674,DPD,Corral
163451701,FROGTOWN 1701,,320,,Breaker,FROGTOWN
163451702,FROGTOWN 1702,,320,737236,DPD,FROGTOWN
163451702,FROGTOWN 1702,,320,694042,DPD,FROGTOWN
163451702,FROGTOWN 1702,,320,204480,DPD,FROGTOWN
163451702,FROGTOWN 1702,,320,739858,DPD,FROGTOWN
163451702,FROGTOWN 1702,,320,798032,DPD,FROGTOWN
163451702,FROGTOWN 1702,,320,814784,DPD,FROGTOWN
163451702,FROGTOWN 1702,,320,832694,DPD,FROGTOWN
163451702,FROGTOWN 1702,,320,224708,DPD,FROGTOWN
163451702,FROGTOWN 1702,,320,411508,DPD,FROGTOWN
163451702,FROGTOWN 1702,,320,390720,DPD,FROGTOWN
163451702,FROGTOWN 1702,,320,812366,DPD,FROGTOWN
163451702,FROGTOWN 1702,,320,307998,DPD,FROGTOWN
163451702,FROGTOWN 1702,,320,592404,DPD,FROGTOWN
163231101,North Branch 1101,,320,,Breaker,North Branch
163351703,CURTIS 1703,,320,6064,DPD,CURTIS
252811102,Merced Falls 1102,,320,85002,DPD,Merced Falls
252811102,Merced Falls 1102,,320,38748,DPD,Merced Falls
163781701,PEORIA 1701,,320,,Breaker,PEORIA
163781704,PEORIA 1704,,320,,Breaker,PEORIA
163781705,PEORIA 1705,,320,,Breaker,PEORIA
163761703,RACETRACK 1703,,320,6014,DPD,RACETRACK
163761704,RACETRACK 1704,,320,,Breaker,RACETRACK
103201102,CHALLENGE 1102,,330,1064,DPD,CHALLENGE
103201102,CHALLENGE 1102,,330,5462,DPD,CHALLENGE
103191101,BANGOR 1101,,330,1806,DPD,BANGOR
152301101,BONNIE NOOK 1101,,330,,Breaker,BONNIE NOOK
152301102,BONNIE NOOK 1102,,330,,Breaker,BONNIE NOOK
152481102,BRUNSWICK 1102,,330,,Breaker,BRUNSWICK
152481103,BRUNSWICK 1103,,330,2784,DPD,BRUNSWICK
152481103,BRUNSWICK 1103,,330,8918,DPD,BRUNSWICK
152481103,BRUNSWICK 1103,,330,510529,Switch,BRUNSWICK
152481103,BRUNSWICK 1103,,330,956424,DPD,BRUNSWICK
152481103,BRUNSWICK 1103,,330,234378,DPD,BRUNSWICK
152481103,BRUNSWICK 1103,,330,42931,Switch,BRUNSWICK
152481103,BRUNSWICK 1103,,330,851116,DPD,BRUNSWICK
152481104,BRUNSWICK 1104,,330,56468,DPD,BRUNSWICK
152481104,BRUNSWICK 1104,,330,285704,DPD,BRUNSWICK
152481104,BRUNSWICK 1104,,330,244027,DPD,BRUNSWICK
152481104,BRUNSWICK 1104,,330,327226,DPD,BRUNSWICK
152481105,BRUNSWICK 1105,,330,339665,Switch,BRUNSWICK
152481105,BRUNSWICK 1105,,330,297538,DPD,BRUNSWICK
152481106,BRUNSWICK 1106,,330,,Breaker,BRUNSWICK
152481107,BRUNSWICK 1107,,330,50010,DPD,BRUNSWICK
152481107,BRUNSWICK 1107,,330,969778,DPD,BRUNSWICK
152481107,BRUNSWICK 1107,,330,450739,Switch,BRUNSWICK
152481107,BRUNSWICK 1107,,330,357568,DPD,BRUNSWICK
152481110,BRUNSWICK 1110,,330,832231,DPD,BRUNSWICK
152481110,BRUNSWICK 1110,,330,528196,DPD,BRUNSWICK
152471101,COLUMBIA HILL 1101,,330,,Breaker,COLUMBIA HILL
153741101,DOBBINS 1101,,330,,Breaker,DOBBINS
152181101,FORESTHILL 1101,,330,,Breaker,FORESTHILL
152181102,FORESTHILL 1102,,330,,Breaker,FORESTHILL
152031101,GRASS VALLEY 1101,,330,750804,DPD,GRASS VALLEY
152031101,GRASS VALLEY 1101,,330,2208,DPD,GRASS VALLEY
152031101,GRASS VALLEY 1101,,330,2766,DPD,GRASS VALLEY
152031101,GRASS VALLEY 1101,,330,528232,DPD,GRASS VALLEY
152031103,GRASS VALLEY 1103,,330,,Breaker,GRASS VALLEY
152241101,HALSEY 1101,,330,76178,DPD,HALSEY
152691103,HIGGINS 1103,,330,32120,DPD,HIGGINS
152691104,HIGGINS 1104,,330,,Breaker,HIGGINS
152691110,HIGGINS 1110,,330,,Breaker,HIGGINS
153132102,NARROWS 2102,,330,48484,DPD,NARROWS
153132105,NARROWS 2105,,330,2216,DPD,NARROWS
152431101,SHADY GLEN 1101,,330,2768,DPD,SHADY GLEN
152431102,SHADY GLEN 1102,,330,,Breaker,SHADY GLEN
152491101,WEIMAR 1101,,330,2058,DPD,WEIMAR
152491102,WEIMAR 1102,,330,,Breaker,WEIMAR
153661104,APPLE HILL 1104,,335,,Breaker,APPLE HILL
153662102,APPLE HILL 2102,,335,,Breaker,APPLE HILL
152762101,EL DORADO PH 2101,,335,,Breaker,EL DORADO PH
152762101,EL DORADO PH 2101,,335,13362,DPD,EL DORADO PH
152762102,EL DORADO PH 2102,,335,,Breaker,EL DORADO PH
153082106,PLACERVILLE 2106,,335,935216,DPD,PLACERVILLE
153082106,PLACERVILLE 2106,,335,9712,DPD,PLACERVILLE
163692101,SALT SPRINGS 2101,,335,10416,DPD,SALT SPRINGS
161380201,TIGER CREEK 0201,,335,,Breaker,TIGER CREEK
161380201,TIGER CREEK 0201,,335,1743,Fuse,TIGER CREEK
163201101,WEST POINT 1101,,335,4706,DPD,WEST POINT
153661103,APPLE HILL 1103,,340,,Breaker,APPLE HILL
153662102,APPLE HILL 2102,,340,1532,DPD,APPLE HILL
153662102,APPLE HILL 2102,,340,6552,DPD,APPLE HILL
152261103,DIAMOND SPRINGS 1103,,340,467046,DPD,DIAMOND SPRINGS
152261103,DIAMOND SPRINGS 1103,,340,394169,DPD,DIAMOND SPRINGS
152261103,DIAMOND SPRINGS 1103,,340,635040,DPD,DIAMOND SPRINGS
152261104,DIAMOND SPRINGS 1104,,340,533169,Switch,DIAMOND SPRINGS
152261106,DIAMOND SPRINGS 1106,,340,290705,DPD,DIAMOND SPRINGS
152261106,DIAMOND SPRINGS 1106,,340,762780,DPD,DIAMOND SPRINGS
152261106,DIAMOND SPRINGS 1106,,340,279670,DPD,DIAMOND SPRINGS
152261106,DIAMOND SPRINGS 1106,,340,910235,DPD,DIAMOND SPRINGS
152261106,DIAMOND SPRINGS 1106,,340,930190,DPD,DIAMOND SPRINGS
152261106,DIAMOND SPRINGS 1106,,340,926235,DPD,DIAMOND SPRINGS
152261107,DIAMOND SPRINGS 1107,,340,116815,DPD,DIAMOND SPRINGS
152261107,DIAMOND SPRINGS 1107,,340,217974,DPD,DIAMOND SPRINGS
152261107,DIAMOND SPRINGS 1107,,340,203504,DPD,DIAMOND SPRINGS
152261107,DIAMOND SPRINGS 1107,,340,77086,DPD,DIAMOND SPRINGS
152241101,HALSEY 1101,,340,,Breaker,HALSEY
152241102,HALSEY 1102,,340,,Breaker,HALSEY
152282101,MOUNTAIN QUARRIES 2101,,340,,Breaker,MOUNTAIN QUARRIES
153081109,PLACERVILLE 1109,,340,284071,Switch,PLACERVILLE
153081110,PLACERVILLE 1110,,340,953474,DPD,PLACERVILLE
153081111,PLACERVILLE 1111,,340,508410,DPD,PLACERVILLE
153081111,PLACERVILLE 1111,,340,38024,Switch,PLACERVILLE
153081111,PLACERVILLE 1111,,340,111345,Switch,PLACERVILLE
153081111,PLACERVILLE 1111,,340,11279,Switch,PLACERVILLE
153081111,PLACERVILLE 1111,,340,,Breaker,PLACERVILLE
153081112,PLACERVILLE 1112,,340,,Breaker,PLACERVILLE
153082106,PLACERVILLE 2106,,340,,Breaker,PLACERVILLE
152431101,SHADY GLEN 1101,,340,,Breaker,SHADY GLEN
153652109,SHINGLE SPRINGS 2109,,340,85766,DPD,SHINGLE SPRINGS
153652109,SHINGLE SPRINGS 2109,,340,81390,DPD,SHINGLE SPRINGS
152491101,WEIMAR 1101,,340,,Breaker,WEIMAR
152491102,WEIMAR 1102,,340,2038,DPD,WEIMAR
162161101,ELECTRA 1101,,340,,Breaker,ELECTRA
162161102,ELECTRA 1102,,340,4756,DPD,ELECTRA
163011101,MARTELL 1101,,340,,Breaker,MARTELL
163011102,MARTELL 1102,,340,,Breaker,MARTELL
163011103,MARTELL 1103,,340,,Breaker,MARTELL
163541101,OLETA 1101,,340,239062,DPD,OLETA
163541101,OLETA 1101,,340,296804,DPD,OLETA
163541101,OLETA 1101,,340,400470,DPD,OLETA
163541101,OLETA 1101,,340,754718,DPD,OLETA
163541101,OLETA 1101,,340,894006,DPD,OLETA
163541102,OLETA 1102,,340,186326,DPD,OLETA
163541102,OLETA 1102,,340,793776,DPD,OLETA
163541102,OLETA 1102,,340,799924,DPD,OLETA
163751101,PINE GROVE 1101,,340,,Breaker,PINE GROVE
163751102,PINE GROVE 1102,,340,,Breaker,PINE GROVE
163201101,WEST POINT 1101,,340,12256,DPD,WEST POINT
162211101,CALAVERAS CEMENT 1101,,345,11188,DPD,CALAVERAS CEMENT
162211101,CALAVERAS CEMENT 1101,,345,80930,DPD,CALAVERAS CEMENT
162161102,ELECTRA 1102,,345,,Breaker,ELECTRA
163451701,FROGTOWN 1701,,345,13412,DPD,FROGTOWN
163451702,FROGTOWN 1702,,345,835115,DPD,FROGTOWN
163231101,North Branch 1101,,345,11158,DPD,North Branch
163692102,SALT SPRINGS 2102,,345,37300,DPD,SALT SPRINGS
163692102,SALT SPRINGS 2102,,345,3142,DPD,SALT SPRINGS
162821701,STANISLAUS 1701,,345,,Breaker,STANISLAUS
162821702,STANISLAUS 1702,,345,,Breaker,STANISLAUS
163201101,WEST POINT 1101,,345,,Breaker,WEST POINT
252192105,BEAR VALLEY 2105,,348,9560,DPD,BEAR VALLEY
163351701,CURTIS 1701,,348,,Breaker,CURTIS
163351702,CURTIS 1702,,348,,Breaker,CURTIS
163351703,CURTIS 1703,,348,,Breaker,CURTIS
163351704,CURTIS 1704,,348,,Breaker,CURTIS
163351705,CURTIS 1705,,348,,Breaker,CURTIS
163661701,MIWUK 1701,,348,,Breaker,MIWUK
163661702,MIWUK 1702,,348,,Breaker,MIWUK
163781705,PEORIA 1705,,348,90374,DPD,PEORIA
163761703,RACETRACK 1703,,348,,Breaker,RACETRACK
163240401,TAR FLAT 0401,,348,,Breaker,TAR FLAT
163240402,TAR FLAT 0402,,348,,Breaker,TAR FLAT
152101101,ALLEGHANY 1101,,350,,Breaker,ALLEGHANY
152101102,ALLEGHANY 1102,,350,,Breaker,ALLEGHANY
152321101,DRUM 1101,,350,,Breaker,DRUM
152201101,PIKE CITY 1101,,350,,Breaker,PIKE CITY
152201102,PIKE CITY 1102,,350,,Breaker,PIKE CITY
152251101,SPAULDING 1101,,350,578852,DPD,SPAULDING
152591101,SUMMIT 1101,,354,,Breaker,SUMMIT
152591102,SUMMIT 1102,,354,,Breaker,SUMMIT
152291101,TAMARACK 1101,,354,,Breaker,TAMARACK
163692101,SALT SPRINGS 2101,,360,3116,DPD,SALT SPRINGS
163692102,SALT SPRINGS 2102,,360,3118,DPD,SALT SPRINGS
163351703,CURTIS 1703,,370,9210,DPD,CURTIS
163661701,MIWUK 1701,,370,953336,DPD,MIWUK
163160401,PINE CREST 401,,370,1818,DPD,PINE CREST
162831702,SPRING GAP 1702,,370,,Breaker,SPRING GAP
158031101,ECHO SUMMIT 1101,,385,55262,DPD,ECHO SUMMIT
255292108,WOODWARD 2108,,400,78448,DPD,WOODWARD
252192105,BEAR VALLEY 2105,,400,11210,DPD,BEAR VALLEY
254432104,COARSEGOLD 2104,,400,10030,DPD,COARSEGOLD
252811102,Merced Falls 1102,,400,482838,DPD,Merced Falls
252192101,BEAR VALLEY 2101,,420,,Breaker,BEAR VALLEY
252192105,BEAR VALLEY 2105,,420,,Breaker,BEAR VALLEY
252691104,INDIAN FLAT 1104,,420,,Breaker,INDIAN FLAT
254452101,MARIPOSA 2101,,420,,Breaker,MARIPOSA
254452102,MARIPOSA 2102,,420,,Breaker,MARIPOSA
254151101,AUBERRY 1101,,424,,Breaker,AUBERRY
254151102,AUBERRY 1102,,424,,Breaker,AUBERRY
252411104,COPPERMINE 1104,,424,613086,DPD,COPPERMINE
252411104,COPPERMINE 1104,,424,556430,DPD,COPPERMINE
252561101,KERCKHOFF 1101,,424,R353,DPD,KERCKHOFF
252561101,KERCKHOFF 1101,,424,R308,DPD,KERCKHOFF
252062111,SHEPHERD 2111,,424,707358,DPD,SHEPHERD
252941107,TIVY VALLEY 1107,,424,R1817,DPD,TIVY VALLEY
255292108,WOODWARD 2108,,424,R2860,DPD,WOODWARD
