circuit Id,circuit Name,comments,fia,Source Is.D,Source Is.D Type,substation
254432102,COARSEGOLD 2102,,424,,Breaker,COARSEGOLD
254432103,COARSEGOLD 2103,,424,,Breaker,COARSEGOLD
254432104,COARSEGOLD 2104,,424,,Breaker,COARSEGOLD
254421101,OAKHURST 1101,,424,,Breaker,OAKHURST
254421102,OAKHURST 1102,,424,,Breaker,OAKHURST
254421103,OAKHURST 1103,,424,,Breaker,OAKHURST
252521103,SAN JOAQUIN #2 1103,,424,,Breaker,SAN JOAQUIN #
252531101,SAN JOAQUIN #3 1101,,424,,Breaker,SAN JOAQUIN #
252531102,SAN JOAQUIN #3 1102,,424,,Breaker,SAN JOAQUIN #
252531103,SAN JOAQUIN #3 1103,,424,,Breaker,SAN JOAQUIN #
251511101,WISHON 1101,,424,,Breaker,WISHON
254151101,Auberry 1101,,427,49122,DPD,Auberry
254151101,Auberry 1101,,427,R2845,DPD,Auberry
252561101,Kerchoff 1101,,427,,Breaker,Kerchoff
252531101,SAN JOAQUIN #3 1101,,427,,Breaker,SAN JOAQUIN #
252531103,SAN JOAQUIN #3 1103,,427,5100,DPD,SAN JOAQUIN #
258861101,SO CAL Edison #3 1101,,427,,Breaker,SO CAL Edison #
254151101,Auberry 1101,,428,37536,DPD,Auberry
252501101,BALCH NO 1 1101,,428,,Breaker,BALCH NO
254061102,Dunlap 1102,,430,7060,DPD,Dunlap
254061103,Dunlap 1103,,430,7220,DPD,Dunlap
252841102,Orosi 1102,,430,319741,Switch,Orosi
252841102,Orosi 1102,,430,7531F,Fuse,Orosi
252341104,Reedley 1104,,430,887932,DPD,Reedley
252341112,Reedley 1112,,430,477952,DPD,Reedley
252341112,Reedley 1112,,430,800911,Switch,Reedley
254601103,Sand Creek 1103,,430,,Breaker,Sand Creek
252921108,Stone Corral 1108,,430,7247,Switch,Stone Corral
252921110,Stone Corral 1110,,430,975698,DPD,Stone Corral
252921110,Stone Corral 1110,,430,189488,DPD,Stone Corral
252921110,Stone Corral 1110,,430,894956,DPD,Stone Corral
252941107,Tivy Valley 1107,,430,7380,DPD,Tivy Valley
252941107,Tivy Valley 1107,,430,599142,DPD,Tivy Valley
252941107,Tivy Valley 1107,,430,822606,DPD,Tivy Valley
252721106,Kern Oil 1106,,438,397902,DPD,Kern Oil
252721106,Kern Oil 1106,,438,46960,DPD,Kern Oil
253642101,Poso Mountain 2101,,438,,Breaker,Poso Mountain
253642103,Poso Mountain 2103,,438,,Breaker,Poso Mountain
253642104,Poso Mountain 2104,,438,,Breaker,Poso Mountain
258591101,Tule Power House 1101,,438,,Breaker,Tule Power House
253191101,SAN BERNARD 1101,,448,641042,DPD,SAN BERNARD
253191101,SAN BERNARD 1101,,448,438074,DPD,SAN BERNARD
252691104,INDIAN FLAT 1104,,450,10270,DPD,INDIAN FLAT
254421103,OAKHURST 1103,,450,10190,DPD,OAKHURST
252531101,SAN JOAQUIN #3 1101,,450,673480,DPD,SAN JOAQUIN #
182492102,Hollister 2102,,490,855412,DPD,Hollister
182492102,Hollister 2102,,490,113634,DPD,Hollister
182492104,Hollister 2104,,490,91424,DPD,Hollister
182492104,Hollister 2104,,490,117328,DPD,Hollister
253671103,Panoche 1103,,495,4036,DPD,Panoche
253671103,Panoche 1103,,495,4016,DPD,Panoche
252021101,Antelope 1101,,495,318686,DPD,Antelope
182562102,Cholame 2102,,497,X16,DPD,Cholame
252161108,COALINGA NO 1 1108,,495,9080,DPD,COALINGA NO
252381105,COALINGA NO 2 1105,,495,9000,DPD,COALINGA NO
83622103,CAMP EVERS 2103,,500,396855,Switch,CAMP EVERS
83622103,CAMP EVERS 2103,,500,12990,DPD,CAMP EVERS
83622104,CAMP EVERS 2104,,500,10442,DPD,CAMP EVERS
83622106,CAMP EVERS 2106,,500,4149,Fuse,CAMP EVERS
83252102,PAUL SWEET 2102,,500,478657,Switch,PAUL SWEET
83252102,PAUL SWEET 2102,,500,337544,DPD,PAUL SWEET
83252102,PAUL SWEET 2102,,500,168368,DPD,PAUL SWEET
83252104,PAUL SWEET 2104,,500,11074,DPD,PAUL SWEET
83252104,PAUL SWEET 2104,,500,5394,DPD,PAUL SWEET
83252105,PAUL SWEET 2105,,500,,Breaker,PAUL SWEET
83252106,PAUL SWEET 2106,,500,,Breaker,PAUL SWEET
83252107,PAUL SWEET 2107,,500,10986,DPD,PAUL SWEET
83252109,PAUL SWEET 2109,,500,634576,DPD,PAUL SWEET
83252109,PAUL SWEET 2109,,500,680537,DPD,PAUL SWEET
83252109,PAUL SWEET 2109,,500,687295,DPD,PAUL SWEET
82931101,Point Moretti 1101,,500,415734,DPD,Point Moretti
82931101,Point Moretti 1101,,500,5104,DPD,Point Moretti
83260401,RIO DEL MAR 0401,,500,931192,DPD,RIO DEL MAR
83692104,ROB ROY 2104,,500,,Breaker,ROB ROY
83692105,ROB ROY 2105,,500,,Breaker,ROB ROY
83500401,Seacliff 0401,,500,,Breaker,Seacliff
